Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
F04,0.01_MOI_10pg,,,,1,25.0097846984863,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,500.195678710938,,,27.4849491119385,22.5394802093506,19963,393,19570,0,13.9071226119995,,,17.7869273754167,10.027318515648,2,,,,,,,2,6.95356147276618,,,8.89346368770836,5.01365925782399,87.4270161433453,,,90.4936120721593,84.3604202145313,10229.6769106333,1124.38161158262,1303.63227794173,,,,,26.2720146179199,23.7488193511963,,,15.8745974501654,11.9396484408993,,,7.9372987250827,5.96982422044966,,,88.9821072349169,85.8719250517737,No,0,393,57,19513,0,0,0,0,0,0,0,0
F04,0.01_MOI_10pg,,,,2,3.59668707847595,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,71.9337387084961,,,4.61641931533813,2.73986887931824,19963,57,19906,0,,,,,,,,,,,,,,,,,,,,,,,,10741.8690549616,2251.98034215402,2276.22137088868,,,,,4.09307956695557,3.14230608940125,,,,,,,,,,,,,No,0,393,57,19513,0,0,0,0,0,0,0,0
F05,0.1_MOI_10pg,,,,1,105.775672912598,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2115.51342773438,,,110.883697509766,100.688323974609,20520,1655,18865,0.337316536251207,1.34496963024139,,,1.42915019158237,1.26078899281531,2,,,,,,,2,0.67248479609942,,,0.714575095791183,0.630394496407656,40.2087240295274,,,41.7134508470264,38.7039972120284,10350.2040115771,1157.65968015313,1899.06615522656,,,,,108.379219055176,103.177520751953,,,1.38791867380789,1.30202051058978,,,0.693959336903947,0.651010255294892,,,40.9764381508021,39.4410099082528,No,199,1456,2213,16652,0,0,0,0,0,0,0,0
F05,0.1_MOI_10pg,,,,2,157.290802001953,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,3145.81591796875,,,163.587905883789,151.02507019043,20520,2412,18108,0.337316536251207,,,,,,,,,,,,,,,,,,,,,,,,10912.9258460303,2309.30838185271,3320.61078553674,,,,,160.49967956543,154.090103149414,,,,,,,,,,,,,No,199,1456,2213,16652,0,0,0,0,0,0,0,0
G01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19253,0,19253,0,,,,,,,,,,,,,,,,,,,,,,,,,13827.0109282888,13827.0109282888,,,,,,,,,,,,,,,,,,,No,0,0,0,19253,0,0,0,0,0,0,0,0
G01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19253,0,19253,0,,,,,,,,,,,,,,,,,,,,,,,,,13672.4331185805,13672.4331185805,,,,,,,,,,,,,,,,,,,No,0,0,0,19253,0,0,0,0,0,0,0,0
G02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19173,6,19167,0,,,,,,,,1421.10400390625,,,,,,,,,,,,,,,,3075.8476155599,1247.5734911875,1248.14563142357,,,,,,,,,,,,,,,,,,,No,0,6,2,19165,0,0,0,0,0,0,0,0
G02,NTC,,,,2,0.131218612194061,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,2.62437224388123,,,0.420341521501541,0.0198787394911051,19173,2,19171,0,,,,,,,,2738.96459960938,,,,,,,,,,,,,,,,7248.42443847656,2513.14591177603,2513.63986457702,,,,,0.252279937267303,0.0569471940398216,,,,,,,,,,,,,No,0,6,2,19165,0,0,0,0,0,0,0,0
G03,0.001_MOI_10pg,,,,1,153.309616088867,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,3066.1923828125,,,160.591064453125,146.070068359375,14946,1715,13231,3.45211105683381,0.794241309165955,,,0.839332216828687,0.749150448719893,2,,,,,,,2,0.397120666387145,,,0.419666108414343,0.374575224359947,28.4242210384069,,,29.5792448054685,27.2691972713452,10560.0919449253,1251.9483385724,2320.02449840748,,,,,157.019378662109,149.610763549805,,,0.817246616385109,0.771236049163471,,,0.408623308192554,0.385618024581736,,,29.0135119759372,27.8349301008765,No,480,1235,3470,9761,0,0,0,0,0,0,0,0
G03,0.001_MOI_10pg,,,,2,386.052978515625,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,7721.0595703125,,,398.198120117188,374.024017333984,14946,3950,10996,3.45211105683381,,,,,,,,,,,,,,,,,,,,,,,,11308.0149470926,2492.58045679164,4822.3654318143,,,,,392.234832763672,379.9013671875,,,,,,,,,,,,,No,480,1235,3470,9761,0,0,0,0,0,0,0,0
G04,0.01_MOI_10pg,,,,1,25.7839584350586,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,515.67919921875,,,29.1958160400391,22.3813323974609,10843,220,10623,0,14.7969923019409,,,20.4808389158196,9.11314660622961,2,,,,,,,2,7.3984963805123,,,10.2404194579098,4.55657330311481,88.0931067337199,,,92.1222178055623,84.0639956618775,10611.2119739879,1217.26821235514,1407.86745864853,,,,,27.5235481262207,24.0467758178711,,,17.6759452809354,11.9180402411139,,,8.83797264046768,5.95902012055693,,,90.1339113504133,86.0523021170264,No,0,220,30,10593,0,0,0,0,0,0,0,0
G04,0.01_MOI_10pg,,,,2,3.48502683639526,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,69.7005386352539,,,4.89222717285156,2.37829804420471,10843,30,10813,0,,,,,,,,,,,,,,,,,,,,,,,,11159.0285481771,2441.86092076486,2465.97924860977,,,,,4.15979766845703,2.88770508766174,,,,,,,,,,,,,No,0,220,30,10593,0,0,0,0,0,0,0,0
G05,0.1_MOI_10pg,,,,1,105.818603515625,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2116.3720703125,,,112.412971496582,99.2586364746094,12332,995,11337,0,1.28449964523315,,,1.38729451623099,1.18170471296863,2,,,,,,,2,0.642249807299905,,,0.693647258115494,0.590852356484316,39.1079240469424,,,41.0136618128686,37.2021862810162,10456.1114993915,1187.8986538499,1935.69883073231,,,,,109.178764343262,102.467414855957,,,1.33694555472526,1.23205367447435,,,0.668472777362632,0.616026837237177,,,40.0802311086797,38.1356169852051,No,116,879,1398,9939,0,0,0,0,0,0,0,0
G05,0.1_MOI_10pg,,,,2,164.76237487793,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,3295.24755859375,,,173.095352172852,156.484252929688,12332,1514,10818,0,,,,,,,,,,,,,,,,,,,,,,,,10993.4481344689,2368.63161784035,3427.50059336546,,,,,169.00700378418,160.532043457031,,,,,,,,,,,,,No,116,879,1398,9939,0,0,0,0,0,0,0,0
H01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,8875,0,8875,0,,,,,,,,,,,,,,,,,,,,,,,,,14720.1695203565,14720.1695203565,,,,,,,,,,,,,,,,,,,No,0,0,0,8875,0,0,0,0,0,0,0,0
H01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,8875,0,8875,0,,,,,,,,,,,,,,,,,,,,,,,,,14710.3819770026,14710.3819770026,,,,,,,,,,,,,,,,,,,No,0,0,0,8875,0,0,0,0,0,0,0,0
H02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,8824,0,8824,0,,,,,,,,,,,,,,,,,,,,,,,,,1421.54317683949,1421.54317683949,,,,,,,,,,,,,,,,,,,No,0,0,0,8824,0,0,0,0,0,0,0,0
H02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,8824,0,8824,0,,,,,,,,,,,,,,,,,,,,,,,,,2887.30467164635,2887.30467164635,,,,,,,,,,,,,,,,,,,No,0,0,0,8824,0,0,0,0,0,0,0,0
H03,Water_Control,,,,1,0.366973161697388,,OK,,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,7.33946323394775,,,0.750207364559174,0.143718391656876,20569,6,20563,0,,,,,,,,1229.11743164063,,,,,,,,,,,,,,,,2714.2124226888,1071.05310059781,1071.53241198546,,,,,0.539487481117249,0.235890299081802,,,,,,,,,,,,,No,0,6,0,20563,0,0,0,0,0,0,0,0
H03,Water_Control,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,20569,0,20569,0,,,,,,,,,,,,,,,,,,,,,,,,,2138.49605988675,2138.49605988675,,,,,,,,,,,,,,,,,,,No,0,6,0,20563,0,0,0,0,0,0,0,0
H04,Water_Control,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,20709,0,20709,0,,,,,,,,,,,,,,,,,,,,,,,,,1054.13438104958,1054.13438104958,,,,,,,,,,,,,,,,,,,No,0,0,0,20709,0,0,0,0,0,0,0,0
H04,Water_Control,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,20709,0,20709,0,,,,,,,,,,,,,,,,,,,,,,,,,2109.42895760099,2109.42895760099,,,,,,,,,,,,,,,,,,,No,0,0,0,20709,0,0,0,0,0,0,0,0
H05,Water_Control,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,8865,0,8865,0,,,,,,,,,,,,,,,,,,,,,,,,,1137.72035757582,1137.72035757582,,,,,,,,,,,,,,,,,,,No,0,0,0,8865,0,0,0,0,0,0,0,0
H05,Water_Control,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,8865,0,8865,0,,,,,,,,,,,,,,,,,,,,,,,,,2279.20723041808,2279.20723041808,,,,,,,,,,,,,,,,,,,No,0,0,0,8865,0,0,0,0,0,0,0,0
